"median","LCL","UCL","time","compartment.name","study"
10.9839,0.81876495,82.698375,39,"Cell","BtoA"
10.9584,0.8345486,82.24162,40,"Cell","BtoA"
10.9315,0.85024895,81.74569,41,"Cell","BtoA"
10.9021,0.86357545,81.40101,42,"Cell","BtoA"
10.88025,0.8766253,81.064315,43,"Cell","BtoA"
10.8559,0.89096925,80.676375,44,"Cell","BtoA"
10.8374,0.9017379,80.32918,45,"Cell","BtoA"
10.81505,0.91246975,80.000535,46,"Cell","BtoA"
10.8007,0.92667625,79.68203,47,"Cell","BtoA"
10.78075,0.9383107,79.29137,48,"Cell","BtoA"
1e-15,1e-15,1e-15,0,"Lumen","BtoA"
0.00245346,0.001298133,0.0044733015,1,"Lumen","BtoA"
0.00504669,0.0028495155,0.0091100935,2,"Lumen","BtoA"
0.007651345,0.0043794055,0.013710235,3,"Lumen","BtoA"
0.01024315,0.005892754,0.01826991,4,"Lumen","BtoA"
0.0128253,0.007398209,0.02276969,5,"Lumen","BtoA"
0.0153828,0.008890293,0.02724355,6,"Lumen","BtoA"
0.01793275,0.010397845,0.031670735,7,"Lumen","BtoA"
0.02047155,0.011889765,0.03607681,8,"Lumen","BtoA"
0.0229972,0.013371735,0.04041304,9,"Lumen","BtoA"
0.0255034,0.01485169,0.04473642,10,"Lumen","BtoA"
0.0279913,0.016327845,0.04898161,11,"Lumen","BtoA"
0.0304642,0.01778477,0.053194,12,"Lumen","BtoA"
0.03292095,0.019235135,0.057384825,13,"Lumen","BtoA"
0.0353518,0.02067848,0.061476655,14,"Lumen","BtoA"
0.0377775,0.022114875,0.06556553,15,"Lumen","BtoA"
0.0401901,0.02355578,0.069607315,16,"Lumen","BtoA"
0.0425833,0.024982975,0.073618605,17,"Lumen","BtoA"
0.04495835,0.02640282,0.07758947,18,"Lumen","BtoA"
0.0473212,0.02782195,0.081505145,19,"Lumen","BtoA"
0.0496715,0.029235695,0.08539309,20,"Lumen","BtoA"
0.05200655,0.03063887,0.089249225,21,"Lumen","BtoA"
0.05432375,0.032042525,0.09302063,22,"Lumen","BtoA"
0.05662755,0.03343414,0.096794875,23,"Lumen","BtoA"
0.0589259,0.0348108,0.1005295,24,"Lumen","BtoA"
0.0612075,0.036190525,0.10421095,25,"Lumen","BtoA"
0.0634648,0.03757781,0.10777955,26,"Lumen","BtoA"
0.06572225,0.03894467,0.1113891,27,"Lumen","BtoA"
0.06795825,0.040319525,0.1149802,28,"Lumen","BtoA"
0.07017775,0.04167828,0.11856545,29,"Lumen","BtoA"
0.07238645,0.04302758,0.12213735,30,"Lumen","BtoA"
0.07458465,0.044381575,0.12561305,31,"Lumen","BtoA"
0.07676175,0.045703845,0.1290551,32,"Lumen","BtoA"
0.07893775,0.047038165,0.13246215,33,"Lumen","BtoA"
0.08110025,0.04833955,0.1358531,34,"Lumen","BtoA"
0.0832452,0.04968208,0.1391985,35,"Lumen","BtoA"
0.0853697,0.050984165,0.1425423,36,"Lumen","BtoA"
0.0874865,0.052298405,0.14586385,37,"Lumen","BtoA"
0.0895809,0.05360177,0.14913625,38,"Lumen","BtoA"
0.09166015,0.05491262,0.152312,39,"Lumen","BtoA"
0.09373935,0.056226775,0.15550015,40,"Lumen","BtoA"
0.095801,0.05750746,0.15867515,41,"Lumen","BtoA"
0.09785905,0.05879223,0.16181625,42,"Lumen","BtoA"
0.0998955,0.0600623,0.16488515,43,"Lumen","BtoA"
0.1019235,0.061326395,0.16788505,44,"Lumen","BtoA"
0.1039385,0.062579935,0.17089615,45,"Lumen","BtoA"
0.105925,0.06385555,0.1738893,46,"Lumen","BtoA"
0.107922,0.0650949,0.1768448,47,"Lumen","BtoA"
0.109906,0.06634542,0.17980965,48,"Lumen","BtoA"
