"iter","p_1.1.","p_2.1.","p_3.1.","p_4.1.","GSD_error_C1_blood.1.","GSD_error_C1_cell.1.","GSD_error_C2_cell.1.","GSD_error_C2_lumen.1.","LnPrior","LnData","LnPosterior"
65610,0.817982,3.55373,-6.67101,-8.22236,1.62355,3.65156,4.7605,1.70977,-26.71505,8.350726,-18.36432
65640,0.857142,3.83538,-6.66047,-8.79433,2.54258,3.02349,4.30142,1.79099,-26.95161,11.12124,-15.83038
65670,0.857142,4.13401,-6.46807,-9.07665,2.29724,1.6172,5.05541,1.67053,-26.34568,12.22188,-14.12379
65700,0.966295,4.26009,-5.93797,-9.21993,2.85268,1.67591,4.5971,1.78719,-26.5926,11.75031,-14.84229
65730,1.78062,4.2864,-5.54454,-8.02384,2.35593,1.47036,2.5334,3.62843,-26.42381,9.146039,-17.27777
65760,2.77181,5.23949,-5.82986,-7.19813,2.05554,8.6902,2.36478,2.65935,-27.83009,7.819067,-20.01103
65790,1.85823,3.49466,-3.97423,-6.97915,5.4738,1.96893,2.65857,5.87468,-28.05029,4.74192,-23.30837
65820,1.5447,5.18019,-6.33012,-9.6988,2.46417,1.20977,5.27378,5.63997,-27.53009,9.587492,-17.9426
65850,0.034306,2.34794,-6.4255,-8.02473,1.78845,1.73317,4.48906,1.27205,-25.57795,7.568715,-18.00924
65880,-0.442637,1.52499,-6.28525,-8.48243,2.92087,6.64631,7.68292,2.6242,-28.60029,8.473012,-20.12728
65910,-1.72265,1.3358,-5.94513,-8.94606,2.07058,1.40809,1.97648,2.23997,-25.12861,10.20663,-14.92199
65940,-1.21095,0.681324,-6.35032,-7.9134,2.88715,2.92782,8.91292,2.12799,-27.61572,9.739327,-17.87639
65970,-0.0834006,2.32049,-5.53092,-8.39631,3.29561,8.90768,3.71309,2.04392,-28.11251,9.577134,-18.53538
66000,-2.04859,0.181348,-5.64806,-7.59813,3.5809,6.10853,2.59804,2.5716,-27.46486,9.341864,-18.12299
66030,-2.53735,-1.10809,-6.2235,-7.16374,2.22341,4.40341,1.50745,2.10924,-25.83295,11.91635,-13.9166
66060,-2.79656,-1.15014,-7.17373,-7.59686,2.58599,6.1072,3.75063,1.4196,-26.81659,8.627228,-18.18936
66090,-2.83316,-1.45631,-6.78941,-6.61313,3.24062,9.30802,2.11468,5.62444,-28.25162,7.0736,-21.17802
66120,-4.07322,-0.957536,-5.94599,-9.0746,2.39633,1.3498,6.79106,1.86875,-26.09368,12.41988,-13.6738
66150,-3.32981,0.129025,-6.6742,-7.51844,2.05251,1.95126,5.17336,9.50408,-27.71331,3.975695,-23.73762
66180,-4.07517,-2.07239,-6.55697,-7.24757,3.61048,4.35334,1.84242,3.81158,-27.01712,8.52798,-18.48914
66210,-3.99738,-2.34161,-6.1913,-7.37088,3.15465,5.1139,1.97082,1.62274,-26.25059,12.04134,-14.20926
66240,-3.19266,-1.43339,-5.68778,-7.65862,7.00381,7.7128,2.25926,1.58474,-27.63149,10.12806,-17.50342
66270,-2.22363,-0.996281,-6.94246,-7.14472,6.55741,9.64344,2.04648,3.25997,-28.45336,7.453275,-21.00009
66300,-0.302879,1.18527,-6.83036,-7.50779,2.44642,4.62076,3.41141,1.8048,-26.84962,9.804612,-17.045
66330,-0.403448,0.953921,-6.44348,-7.13364,3.06592,6.71264,2.43127,2.18001,-27.27967,10.52314,-16.75653
66360,-2.28361,-0.503328,-5.7167,-6.82491,1.78134,5.80856,1.11926,3.58199,-26.15989,8.939679,-17.22021
66390,-4.70607,-2.56919,-6.90237,-8.0156,2.48044,2.98169,1.63309,1.52982,-25.20431,10.1023,-15.10202
66420,-4.85638,-2.75705,-5.97236,-7.52508,5.88215,3.52098,2.04127,1.64612,-26.52209,10.46998,-16.05211
66450,-4.68366,-2.5716,-5.22903,-7.49616,5.76241,1.78176,2.42815,2.16514,-26.28394,10.05702,-16.22692
66480,-3.75674,-1.65971,-5.14597,-7.2324,3.29593,1.43076,3.00891,1.52822,-25.42387,8.122611,-17.30126
66510,-3.71604,-2.52057,-5.81607,-5.64821,2.3033,9.5364,8.62451,2.38284,-28.42772,6.269761,-22.15796
