"median","LCL","UCL","time","compartment.name","study"
4.4827,4.2076785,4.6589205,40,"Lumen","AtoB"
4.47233,4.1917365,4.6527925,41,"Lumen","AtoB"
4.462085,4.1764015,4.646045,42,"Lumen","AtoB"
4.45192,4.1611795,4.6396465,43,"Lumen","AtoB"
4.44171,4.145757,4.634234,44,"Lumen","AtoB"
4.431535,4.131383,4.62814,45,"Lumen","AtoB"
4.42157,4.11675,4.62227,46,"Lumen","AtoB"
4.411555,4.1023555,4.6166135,47,"Lumen","AtoB"
4.401705,4.088143,4.611231,48,"Lumen","AtoB"
5,5,5,0,"Blood","BtoA"
4.96412,4.8645785,4.98036,1,"Blood","BtoA"
4.934495,4.787068,4.9618705,2,"Blood","BtoA"
4.906,4.7104695,4.94415,3,"Blood","BtoA"
4.878185,4.6354315,4.92658,4,"Blood","BtoA"
4.850935,4.5629395,4.9092515,5,"Blood","BtoA"
4.823975,4.487815,4.89238,6,"Blood","BtoA"
4.79733,4.419107,4.8756405,7,"Blood","BtoA"
4.77098,4.346515,4.8590405,8,"Blood","BtoA"
4.745135,4.2780595,4.84269,9,"Blood","BtoA"
4.719345,4.210895,4.8263905,10,"Blood","BtoA"
4.694055,4.1451195,4.8103905,11,"Blood","BtoA"
4.66888,4.0805815,4.794801,12,"Blood","BtoA"
4.644,4.0154885,4.778772,13,"Blood","BtoA"
4.619235,3.9530835,4.76298,14,"Blood","BtoA"
4.5948,3.890106,4.747301,15,"Blood","BtoA"
4.570515,3.827902,4.731932,16,"Blood","BtoA"
4.546345,3.7668195,4.7165015,17,"Blood","BtoA"
4.522445,3.709125,4.7013005,18,"Blood","BtoA"
4.498745,3.650333,4.686162,19,"Blood","BtoA"
4.47543,3.5933485,4.6712425,20,"Blood","BtoA"
4.45217,3.536914,4.656366,21,"Blood","BtoA"
4.429305,3.4822075,4.6416735,22,"Blood","BtoA"
4.40649,3.428712,4.627071,23,"Blood","BtoA"
4.38388,3.375734,4.612603,24,"Blood","BtoA"
4.361455,3.324983,4.5981775,25,"Blood","BtoA"
4.339225,3.274844,4.5838745,26,"Blood","BtoA"
4.31714,3.2254145,4.569466,27,"Blood","BtoA"
4.295315,3.17825,4.555371,28,"Blood","BtoA"
4.27377,3.1317625,4.5414125,29,"Blood","BtoA"
4.25236,3.0851305,4.5275805,30,"Blood","BtoA"
4.231375,3.039039,4.513602,31,"Blood","BtoA"
4.210155,2.9937495,4.49954,32,"Blood","BtoA"
4.189095,2.9513535,4.485821,33,"Blood","BtoA"
4.16844,2.909327,4.472112,34,"Blood","BtoA"
4.14809,2.867154,4.45876,35,"Blood","BtoA"
4.12778,2.8257835,4.4455225,36,"Blood","BtoA"
4.107615,2.7855075,4.432412,37,"Blood","BtoA"
4.0875,2.746529,4.4190005,38,"Blood","BtoA"
4.06751,2.7083475,4.4059905,39,"Blood","BtoA"
4.047895,2.6698825,4.3929615,40,"Blood","BtoA"
4.028555,2.632159,4.3798055,41,"Blood","BtoA"
4.009285,2.5956565,4.3669335,42,"Blood","BtoA"
3.990085,2.5601495,4.354192,43,"Blood","BtoA"
3.97115,2.5249485,4.3414915,44,"Blood","BtoA"
3.95228,2.491173,4.3288225,45,"Blood","BtoA"
3.93363,2.4570665,4.3162665,46,"Blood","BtoA"
3.91514,2.4241255,4.303601,47,"Blood","BtoA"
3.89677,2.394143,4.290964,48,"Blood","BtoA"
1e-15,1e-15,1e-15,0,"Cell","BtoA"
24.18825,0.1863707,258.9903,1,"Cell","BtoA"
24.79765,0.3459479,263.4678,2,"Cell","BtoA"
24.85185,0.4950719,263.9218,3,"Cell","BtoA"
24.9485,0.64117145,262.79245,4,"Cell","BtoA"
25.1021,0.78238585,261.34265,5,"Cell","BtoA"
25.24755,0.9234237,259.32655,6,"Cell","BtoA"
25.3844,1.057458,257.1637,7,"Cell","BtoA"
25.48975,1.1908305,255.49185,8,"Cell","BtoA"
25.7083,1.320388,253.94865,9,"Cell","BtoA"
25.8661,1.4456255,252.2186,10,"Cell","BtoA"
26.02145,1.5703875,250.8953,11,"Cell","BtoA"
26.15995,1.6879465,249.01115,12,"Cell","BtoA"
26.2866,1.81304,247.42365,13,"Cell","BtoA"
26.50305,1.9259925,246.05735,14,"Cell","BtoA"
26.66345,2.0457835,244.3251,15,"Cell","BtoA"
26.8002,2.163598,242.99805,16,"Cell","BtoA"
26.9405,2.2725705,241.27745,17,"Cell","BtoA"
27.15065,2.3818675,239.83465,18,"Cell","BtoA"
27.2655,2.491602,238.24735,19,"Cell","BtoA"
27.49405,2.6049525,236.91335,20,"Cell","BtoA"
27.66655,2.7094465,235.278,21,"Cell","BtoA"
27.8837,2.8099025,233.85715,22,"Cell","BtoA"
28.0335,2.914443,232.40335,23,"Cell","BtoA"
28.2343,3.0143205,230.79435,24,"Cell","BtoA"
28.44905,3.1048325,229.49975,25,"Cell","BtoA"
28.6168,3.206405,228.36925,26,"Cell","BtoA"
28.77615,3.304528,227.23555,27,"Cell","BtoA"
28.9199,3.4006825,226.112,28,"Cell","BtoA"
29.084,3.488137,224.64415,29,"Cell","BtoA"
29.25545,3.582944,223.86995,30,"Cell","BtoA"
29.4119,3.679733,222.81285,31,"Cell","BtoA"
29.52015,3.772881,221.7405,32,"Cell","BtoA"
29.7004,3.856608,220.6581,33,"Cell","BtoA"
29.83145,3.9463695,219.62905,34,"Cell","BtoA"
29.98145,4.023709,218.8006,35,"Cell","BtoA"
30.1583,4.119896,218.0557,36,"Cell","BtoA"
30.32665,4.1954695,217.0924,37,"Cell","BtoA"
30.4908,4.2823295,216.39255,38,"Cell","BtoA"
30.6342,4.364142,215.543,39,"Cell","BtoA"
30.84835,4.4458865,214.6173,40,"Cell","BtoA"
30.9818,4.516694,213.687,41,"Cell","BtoA"
31.08185,4.581085,213.0975,42,"Cell","BtoA"
31.1644,4.662903,212.273,43,"Cell","BtoA"
31.2883,4.7439245,211.54,44,"Cell","BtoA"
31.40805,4.8167755,210.98105,45,"Cell","BtoA"
31.5133,4.8979715,210.13635,46,"Cell","BtoA"
31.64695,4.9667095,209.3666,47,"Cell","BtoA"
31.7239,5.0390475,208.3802,48,"Cell","BtoA"
1e-15,1e-15,1e-15,0,"Lumen","BtoA"
0.00685072,0.0037551955,0.021665995,1,"Lumen","BtoA"
0.0140146,0.0084772875,0.04338553,2,"Lumen","BtoA"
0.02117925,0.01299168,0.064580565,3,"Lumen","BtoA"
0.028299,0.017393365,0.08554565,4,"Lumen","BtoA"
0.0354,0.02177741,0.1061478,5,"Lumen","BtoA"
0.0424669,0.026144205,0.12626225,6,"Lumen","BtoA"
0.0494688,0.03046025,0.1459531,7,"Lumen","BtoA"
0.0564216,0.03472941,0.1653071,8,"Lumen","BtoA"
0.06330655,0.03899326,0.18409515,9,"Lumen","BtoA"
0.07012125,0.04322325,0.2025412,10,"Lumen","BtoA"
0.07687175,0.04743712,0.2206836,11,"Lumen","BtoA"
0.0835763,0.05162854,0.23846955,12,"Lumen","BtoA"
0.09021385,0.055777595,0.25594855,13,"Lumen","BtoA"
0.0967964,0.05989175,0.27302075,14,"Lumen","BtoA"
0.103319,0.0640086,0.2897921,15,"Lumen","BtoA"
0.109793,0.068036145,0.30603525,16,"Lumen","BtoA"
0.11618,0.072090745,0.3221751,17,"Lumen","BtoA"
0.1225355,0.076098665,0.3380208,18,"Lumen","BtoA"
0.128837,0.080066075,0.3535623,19,"Lumen","BtoA"
0.1350635,0.08403474,0.3688055,20,"Lumen","BtoA"
0.141242,0.087969845,0.3837105,21,"Lumen","BtoA"
0.1473805,0.091881425,0.3982663,22,"Lumen","BtoA"
0.1534805,0.09575957,0.4125244,23,"Lumen","BtoA"
0.159519,0.09960417,0.426664,24,"Lumen","BtoA"
0.1655025,0.103432,0.440253,25,"Lumen","BtoA"
0.171401,0.1072433,0.45353205,26,"Lumen","BtoA"
0.177266,0.1110215,0.4666274,27,"Lumen","BtoA"
0.1830695,0.11477,0.4794786,28,"Lumen","BtoA"
0.188845,0.11851865,0.4923769,29,"Lumen","BtoA"
0.1945555,0.12219485,0.50511355,30,"Lumen","BtoA"
0.200205,0.12587785,0.51721635,31,"Lumen","BtoA"
0.2058405,0.1295549,0.52903915,32,"Lumen","BtoA"
0.21141,0.13317125,0.54062085,33,"Lumen","BtoA"
0.2169625,0.1368199,0.5519683,34,"Lumen","BtoA"
0.2224105,0.14036315,0.56325455,35,"Lumen","BtoA"
0.2278105,0.1438571,0.57416775,36,"Lumen","BtoA"
0.233164,0.1473867,0.585015399999999,37,"Lumen","BtoA"
0.238492,0.15091415,0.595682249999999,38,"Lumen","BtoA"
0.2437835,0.1543299,0.6061338,39,"Lumen","BtoA"
0.249011,0.1577999,0.6163829,40,"Lumen","BtoA"
0.25422,0.16126965,0.6264327,41,"Lumen","BtoA"
0.2593865,0.16467005,0.63618185,42,"Lumen","BtoA"
0.264533,0.16803895,0.64563075,43,"Lumen","BtoA"
0.269606,0.171403,0.65486855,44,"Lumen","BtoA"
0.274598,0.17476495,0.66373145,45,"Lumen","BtoA"
0.279547,0.1781089,0.67273625,46,"Lumen","BtoA"
0.284459,0.1814567,0.6814701,47,"Lumen","BtoA"
0.289352,0.18476095,0.6900551,48,"Lumen","BtoA"
